[ITEN1 Reference Specific Tension],[ITEN2 Reference Specific Tension],[ITEN1 Actual Specific Tension],[ITEN2 Actual Specific Tension],[ITEN3 Reference Specific Tension],[ITEN4 Reference Specific Tension],[ITEN3 Actual Specific Tension],[ITEN4 Actual Specific Tension],[Rolling Speed]
ITEN1 Reference Specific Tension,ITEN2 Reference Specific Tension,ITEN1 Actual Specific Tension,ITEN2 Actual Specific Tension,ITEN3 Reference Specific Tension,ITEN4 Reference Specific Tension,ITEN3 Actual Specific Tension,ITEN4 Actual Specific Tension,Rolling Speed
76.5186,97.8118,76.5186,97.8118,80.6416,90.3655,80.6416,90.3655,0
76.4252,97.8152,76.4252,97.8152,80.6416,90.3655,80.6416,90.3655,0
76.4252,97.8152,76.4252,97.8152,80.6416,90.3655,80.6416,90.3655,0
76.4252,97.8152,76.4252,97.8152,80.6416,90.3655,80.6416,90.3655,0
76.4252,97.8152,76.4252,97.8152,80.7582,90.3289,80.7582,90.3289,0
76.3532,97.8506,76.3532,97.8506,80.7582,90.3289,80.7582,90.3289,0
76.3532,97.8506,76.3532,97.8506,80.7582,90.3289,80.7582,90.3289,0
76.3532,97.8506,76.3532,97.8506,80.894,90.2952,80.894,90.2952,0
76.3532,97.8506,76.3532,97.8506,80.894,90.2952,80.894,90.2952,0
76.2873,97.9252,76.2873,97.9252,80.894,90.2952,80.894,90.2952,0
76.2873,97.9252,76.2873,97.9252,80.894,90.2952,80.894,90.2952,0
76.2873,97.9252,76.2873,97.9252,80.9719,90.1608,80.9719,90.1608,0
76.2873,97.9252,76.2873,97.9252,80.9719,90.1608,80.9719,90.1608,0
76.2873,97.9252,76.2873,97.9252,80.9719,90.1608,80.9719,90.1608,0
76.2314,97.9447,76.2314,97.9447,80.9719,90.1608,80.9719,90.1608,0
76.2314,97.9447,76.2314,97.9447,81.0417,90.0806,81.0417,90.0806,0
76.2314,97.9447,76.2314,97.9447,81.0417,90.0806,81.0417,90.0806,0
76.2187,97.933,76.2187,97.933,81.0417,90.0806,81.0417,90.0806,0
76.2187,97.933,76.2187,97.933,81.0417,90.0806,81.0417,90.0806,0
76.2187,97.933,76.2187,97.933,81.0417,90.0806,81.0417,90.0806,0
76.2187,97.933,76.2187,97.933,81.1999,90.0124,81.1999,90.0124,0
76.2077,97.9886,76.2077,97.9886,81.1999,90.0124,81.1999,90.0124,0
76.2077,97.9886,76.2077,97.9886,81.1999,89.9517,81.1999,89.9517,0
76.2077,97.9886,76.2077,97.9886,81.1999,89.9517,81.1999,89.9517,0
76.2077,97.9886,76.2077,97.9886,81.3031,89.9517,81.3031,89.9517,0
76.1726,98.0089,76.1726,98.0089,81.3031,89.9517,81.3031,89.9517,0
76.1726,98.0089,76.1726,98.0089,81.3031,89.9517,81.3031,89.9517,0
76.1726,98.0089,76.1726,98.0089,81.317,89.9069,81.317,89.9069,0
76.1726,98.0089,76.1726,98.0089,81.317,89.9069,81.317,89.9069,0
76.1234,97.9651,76.1234,97.9651,81.317,89.9069,81.317,89.9069,0
76.1234,97.9651,76.1234,97.9651,81.317,89.9069,81.317,89.9069,0
76.1234,97.9651,76.1234,97.9651,81.3394,89.8777,81.3394,89.8777,0
76.1234,97.9651,76.1234,97.9651,81.3394,89.8777,81.3394,89.8777,0
76.1234,97.9651,76.1234,97.9651,81.3394,89.8777,81.3394,89.8777,0
76.1272,97.9481,76.1272,97.9481,81.3394,89.8777,81.3394,89.8777,0
76.1272,97.9481,76.1272,97.9481,81.3921,89.9369,81.3921,89.9369,0
76.1272,97.9481,76.1272,97.9481,81.3921,89.9369,81.3921,89.9369,0
76.1461,97.9464,76.1461,97.9464,81.3921,89.9369,81.3921,89.9369,0
76.1461,97.9464,76.1461,97.9464,81.3921,89.9369,81.3921,89.9369,0
76.1461,97.9464,76.1461,97.9464,81.3979,89.9855,81.3979,89.9855,0
76.1461,97.9464,76.1461,97.9464,81.3979,89.9855,81.3979,89.9855,0
76.133,97.9173,76.133,97.9173,81.3979,89.9855,81.3979,89.9855,0
76.133,97.9173,76.133,97.9173,81.3979,89.9855,81.3979,89.9855,0
76.133,97.9173,76.133,97.9173,81.3979,89.9855,81.3979,89.9855,0
76.133,97.9173,76.133,97.9173,81.3979,89.9855,81.3979,89.9855,0
76.133,97.9173,76.133,97.9173,81.3349,90.0165,81.3349,90.0165,0
76.1057,97.847,76.1057,97.847,81.3349,90.0165,81.3349,90.0165,0
76.1057,97.847,76.1057,97.847,81.2531,90.0928,81.2531,90.0928,0
76.1057,97.847,76.1057,97.847,81.2531,90.0928,81.2531,90.0928,0
76.1133,97.8465,76.1133,97.8465,81.2531,90.0928,81.2531,90.0928,0
76.1133,97.8465,76.1133,97.8465,81.2531,90.0928,81.2531,90.0928,0
76.1133,97.8465,76.1133,97.8465,81.1921,90.1764,81.1921,90.1764,0
76.1133,97.8465,76.1133,97.8465,81.1921,90.1764,81.1921,90.1764,0
76.1133,97.8465,76.1133,97.8465,81.1921,90.1764,81.1921,90.1764,0
76.1468,97.8461,76.1468,97.8461,81.1921,90.1764,81.1921,90.1764,0
76.1468,97.8461,76.1468,97.8461,81.0786,90.2809,81.0786,90.2809,0
76.1468,97.8461,76.1468,97.8461,81.0786,90.2809,81.0786,90.2809,0
76.1686,97.8392,76.1686,97.8392,81.0786,90.2809,81.0786,90.2809,0
76.1686,97.8392,76.1686,97.8392,81.0786,90.2809,81.0786,90.2809,0
76.1686,97.8392,76.1686,97.8392,80.8886,90.3826,80.8886,90.3826,0
76.1686,97.8392,76.1686,97.8392,80.8886,90.3826,80.8886,90.3826,0
76.1533,97.7823,76.1533,97.7823,80.8886,90.3826,80.8886,90.3826,0
76.1533,97.7823,76.1533,97.7823,80.8886,90.3826,80.8886,90.3826,0
76.1533,97.7823,76.1533,97.7823,80.8886,90.3826,80.8886,90.3826,0
76.1533,97.7823,76.1533,97.7823,80.7261,90.5192,80.7261,90.5192,0
76.1803,97.7821,76.1803,97.7821,80.7261,90.5192,80.7261,90.5192,0
76.1803,97.7821,76.1803,97.7821,80.7261,90.5192,80.7261,90.5192,0
76.1803,97.7821,76.1803,97.7821,80.5637,90.6459,80.5637,90.6459,0
76.1803,97.7821,76.1803,97.7821,80.5637,90.6459,80.5637,90.6459,0
76.2195,97.7852,76.2195,97.7852,80.5637,90.6459,80.5637,90.6459,0
76.2195,97.7852,76.2195,97.7852,80.5637,90.6459,80.5637,90.6459,0
76.2195,97.7852,76.2195,97.7852,80.3953,90.7671,80.3953,90.7671,0
76.2195,97.7852,76.2195,97.7852,80.3953,90.7671,80.3953,90.7671,0
76.2195,97.7852,76.2195,97.7852,80.3953,90.7671,80.3953,90.7671,0
76.2485,97.7682,76.2485,97.7682,80.3953,90.7671,80.3953,90.7671,0
76.2485,97.7682,76.2485,97.7682,80.208,90.8539,80.208,90.8539,0
76.2485,97.7682,76.2485,97.7682,80.208,90.8539,80.208,90.8539,0
76.2671,97.7192,76.2671,97.7192,80.208,90.8539,80.208,90.8539,0
76.2671,97.7192,76.2671,97.7192,80.208,90.8539,80.208,90.8539,0
76.2671,97.7192,76.2671,97.7192,79.992,90.915,79.992,90.915,0
76.2671,97.7192,76.2671,97.7192,79.992,90.915,79.992,90.915,0
76.2919,97.6727,76.2919,97.6727,79.992,90.915,79.992,90.915,0
76.2919,97.6727,76.2919,97.6727,79.992,90.915,79.992,90.915,0
76.2919,97.6727,76.2919,97.6727,79.992,90.915,79.992,90.915,0
76.2919,97.6727,76.2919,97.6727,79.8213,91.0247,79.8213,91.0247,0
76.3135,97.6296,76.3135,97.6296,79.8213,91.0247,79.8213,91.0247,0
76.3135,97.6296,76.3135,97.6296,79.8213,91.0247,79.8213,91.0247,0
76.3135,97.6296,76.3135,97.6296,79.6562,91.0275,79.6562,91.0275,0
76.3135,97.6296,76.3135,97.6296,79.6562,91.0275,79.6562,91.0275,0
76.3414,97.5968,76.3414,97.5968,79.6562,91.0275,79.6562,91.0275,0
76.3414,97.5968,76.3414,97.5968,79.6562,90.9653,79.6562,90.9653,0
76.3414,97.5968,76.3414,97.5968,79.5211,90.9653,79.5211,90.9653,0
76.3414,97.5968,76.3414,97.5968,79.5211,90.9653,79.5211,90.9653,0
76.3414,97.5968,76.3414,97.5968,79.5211,90.9653,79.5211,90.9653,0
76.368,97.5757,76.368,97.5757,79.5211,90.9653,79.5211,90.9653,0
76.368,97.5757,76.368,97.5757,79.4377,91.0099,79.4377,91.0099,0
76.368,97.5757,76.368,97.5757,79.4377,91.0099,79.4377,91.0099,0
76.3834,97.5453,76.3834,97.5453,79.4377,91.0099,79.4377,91.0099,0
76.3834,97.5453,76.3834,97.5453,79.4377,91.0099,79.4377,91.0099,0
76.3834,97.5453,76.3834,97.5453,79.3876,90.9199,79.3876,90.9199,0
76.3834,97.5453,76.3834,97.5453,79.3876,90.9199,79.3876,90.9199,0
76.4018,97.5425,76.4018,97.5425,79.3876,90.9199,79.3876,90.9199,0
76.4018,97.5425,76.4018,97.5425,79.3876,90.9199,79.3876,90.9199,0
76.4018,97.5425,76.4018,97.5425,79.3876,90.9199,79.3876,90.9199,0
76.4018,97.5425,76.4018,97.5425,79.3385,90.7865,79.3385,90.7865,0
76.4232,97.5304,76.4232,97.5304,79.3385,90.7865,79.3385,90.7865,0
76.4232,97.5304,76.4232,97.5304,79.3385,90.7865,79.3385,90.7865,0
76.4232,97.5304,76.4232,97.5304,79.265,90.6711,79.265,90.6711,0
76.4232,97.5304,76.4232,97.5304,79.265,90.6711,79.265,90.6711,0
76.4452,97.4977,76.4452,97.4977,79.265,90.6711,79.265,90.6711,0
76.4452,97.4977,76.4452,97.4977,79.265,90.5853,79.265,90.5853,0
76.4452,97.4977,76.4452,97.4977,79.265,90.5853,79.265,90.5853,0
76.4452,97.4977,76.4452,97.4977,79.2169,90.5853,79.2169,90.5853,0
76.4663,97.5206,76.4663,97.5206,79.2169,90.5853,79.2169,90.5853,0
76.4663,97.5206,76.4663,97.5206,79.2169,90.4766,79.2169,90.4766,0
76.4663,97.5206,76.4663,97.5206,79.2887,90.4766,79.2887,90.4766,0
76.4663,97.5206,76.4663,97.5206,79.2887,90.4766,79.2887,90.4766,0
76.5041,97.5874,76.5041,97.5874,79.2887,90.4766,79.2887,90.4766,0
76.5041,97.5874,76.5041,97.5874,79.2887,90.3354,79.2887,90.3354,0
76.5041,97.5874,76.5041,97.5874,79.3282,90.3354,79.3282,90.3354,0
76.5041,97.5874,76.5041,97.5874,79.3282,90.3354,79.3282,90.3354,0
76.5534,97.6282,76.5534,97.6282,79.3282,90.3354,79.3282,90.3354,0
76.5534,97.6282,76.5534,97.6282,79.3282,90.3354,79.3282,90.3354,0
76.5534,97.6282,76.5534,97.6282,79.3282,90.3354,79.3282,90.3354,0
76.5534,97.6282,76.5534,97.6282,79.3606,90.2794,79.3606,90.2794,0
76.5862,97.6706,76.5862,97.6706,79.3606,90.2794,79.3606,90.2794,0
76.5862,97.6706,76.5862,97.6706,79.3606,90.2794,79.3606,90.2794,0
76.5862,97.6706,76.5862,97.6706,79.4235,90.2596,79.4235,90.2596,0
76.5862,97.6706,76.5862,97.6706,79.4235,90.2596,79.4235,90.2596,0
76.7901,97.6206,76.7901,97.6206,79.4235,90.2596,79.4235,90.2596,0
76.7901,97.6206,76.7901,97.6206,79.4235,90.1988,79.4235,90.1988,0
76.7901,97.6206,76.7901,97.6206,79.5548,90.1988,79.5548,90.1988,0
76.7901,97.6206,76.7901,97.6206,79.5548,90.1988,79.5548,90.1988,0
76.7901,97.6206,76.7901,97.6206,79.5548,90.1988,79.5548,90.1988,0
76.7857,97.6815,76.7857,97.6815,79.5548,90.1988,79.5548,90.1988,0
76.7857,97.6815,76.7857,97.6815,79.6411,90.1315,79.6411,90.1315,0
76.7857,97.6815,76.7857,97.6815,79.6411,90.1315,79.6411,90.1315,0
76.805,97.7175,76.805,97.7175,79.6411,90.1315,79.6411,90.1315,0
76.805,97.7175,76.805,97.7175,79.6411,90.1315,79.6411,90.1315,0
76.805,97.7175,76.805,97.7175,79.7127,90.1572,79.7127,90.1572,0
76.805,97.7175,76.805,97.7175,79.7127,90.1572,79.7127,90.1572,0
76.8023,97.7722,76.8023,97.7722,79.7127,90.1572,79.7127,90.1572,0
76.8023,97.7722,76.8023,97.7722,79.7127,90.1572,79.7127,90.1572,0
76.8023,97.7722,76.8023,97.7722,79.7127,90.1572,79.7127,90.1572,0
76.8023,97.7722,76.8023,97.7722,79.7653,90.182,79.7653,90.182,0
76.7944,97.8057,76.7944,97.8057,79.7653,90.182,79.7653,90.182,0
76.7944,97.8057,76.7944,97.8057,79.7653,90.1674,79.7653,90.1674,0
76.7944,97.8057,76.7944,97.8057,79.8286,90.1674,79.8286,90.1674,0
76.7944,97.8057,76.7944,97.8057,79.8286,90.1674,79.8286,90.1674,0
76.788,97.798,76.788,97.798,79.8286,90.1674,79.8286,90.1674,0
76.788,97.798,76.788,97.798,79.8286,90.0798,79.8286,90.0798,0
76.788,97.798,76.788,97.798,79.839,90.0798,79.839,90.0798,0
76.788,97.798,76.788,97.798,79.839,90.0798,79.839,90.0798,0
76.788,97.798,76.788,97.798,79.839,90.0798,79.839,90.0798,0
76.788,97.798,76.788,97.798,79.839,90.0798,79.839,90.0798,0
76.7795,97.7738,76.7795,97.7738,79.839,90.1248,79.839,90.1248,0
76.7795,97.7738,76.7795,97.7738,79.8071,90.1248,79.8071,90.1248,0
76.7999,97.7857,76.7999,97.7857,79.8071,90.1248,79.8071,90.1248,0
76.7999,97.7857,76.7999,97.7857,79.8071,90.1248,79.8071,90.1248,0
76.7999,97.7857,76.7999,97.7857,79.8032,90.1939,79.8032,90.1939,0
76.7999,97.7857,76.7999,97.7857,79.8032,90.1939,79.8032,90.1939,0
76.7999,97.7857,76.7999,97.7857,79.8032,90.1939,79.8032,90.1939,0
76.7766,97.7817,76.7766,97.7817,79.8032,90.1939,79.8032,90.1939,0
76.7766,97.7817,76.7766,97.7817,79.8323,90.2753,79.8323,90.2753,0
76.7766,97.7817,76.7766,97.7817,79.8323,90.2753,79.8323,90.2753,0
76.7638,97.7686,76.7638,97.7686,79.8323,90.2753,79.8323,90.2753,0
76.7638,97.7686,76.7638,97.7686,79.8323,90.3631,79.8323,90.3631,0
76.7638,97.7686,76.7638,97.7686,79.7703,90.3631,79.7703,90.3631,0
76.7638,97.7686,76.7638,97.7686,79.7703,90.3631,79.7703,90.3631,0
76.7368,97.6918,76.7368,97.6918,79.7703,90.3631,79.7703,90.3631,0
76.7368,97.6918,76.7368,97.6918,79.7703,90.4747,79.7703,90.4747,0
76.7368,97.6918,76.7368,97.6918,79.7104,90.4747,79.7104,90.4747,0
76.7368,97.6918,76.7368,97.6918,79.7104,90.4747,79.7104,90.4747,0
76.7368,97.6918,76.7368,97.6918,79.7104,90.4747,79.7104,90.4747,0
76.728,97.6437,76.728,97.6437,79.7104,90.4747,79.7104,90.4747,0
76.728,97.6437,76.728,97.6437,79.6271,90.5835,79.6271,90.5835,0
76.728,97.6437,76.728,97.6437,79.6271,90.5835,79.6271,90.5835,0
76.7056,97.6255,76.7056,97.6255,79.6271,90.5835,79.6271,90.5835,0
76.7056,97.6255,76.7056,97.6255,79.6271,90.6626,79.6271,90.6626,0
76.7056,97.6255,76.7056,97.6255,79.5527,90.6626,79.5527,90.6626,0
76.7056,97.6255,76.7056,97.6255,79.5527,90.6626,79.5527,90.6626,0
76.6993,97.5951,76.6993,97.5951,79.5527,90.6626,79.5527,90.6626,0
76.6993,97.5951,76.6993,97.5951,79.5527,90.6626,79.5527,90.6626,0
76.6993,97.5951,76.6993,97.5951,79.5527,90.6626,79.5527,90.6626,0
76.6993,97.5951,76.6993,97.5951,79.5505,90.7534,79.5505,90.7534,0
76.6999,97.5555,76.6999,97.5555,79.5505,90.7534,79.5505,90.7534,0
76.6999,97.5555,76.6999,97.5555,79.5505,90.9172,79.5505,90.9172,0
76.6999,97.5555,76.6999,97.5555,79.4173,90.9172,79.4173,90.9172,0
76.6999,97.5555,76.6999,97.5555,79.4173,90.9172,79.4173,90.9172,0
76.7246,97.5695,76.7246,97.5695,79.4173,90.9172,79.4173,90.9172,0
76.7246,97.5695,76.7246,97.5695,79.4173,90.9668,79.4173,90.9668,0
76.7246,97.5695,76.7246,97.5695,79.3851,90.9668,79.3851,90.9668,0
76.7246,97.5695,76.7246,97.5695,79.3851,90.9668,79.3851,90.9668,0
76.7246,97.5695,76.7246,97.5695,79.3851,90.9668,79.3851,90.9668,0
76.6862,97.5428,76.6862,97.5428,79.3851,90.9668,79.3851,90.9668,0
76.6862,97.5428,76.6862,97.5428,79.39,90.9864,79.39,90.9864,0
76.6862,97.5428,76.6862,97.5428,79.39,90.9864,79.39,90.9864,0
76.6764,97.5379,76.6764,97.5379,79.39,90.9864,79.39,90.9864,0
76.6764,97.5379,76.6764,97.5379,79.39,91.0086,79.39,91.0086,0
76.6764,97.5379,76.6764,97.5379,79.4082,91.0086,79.4082,91.0086,0
76.6764,97.5379,76.6764,97.5379,79.4082,91.0086,79.4082,91.0086,0
76.6996,97.5258,76.6996,97.5258,79.4082,91.0086,79.4082,91.0086,0
76.6996,97.5258,76.6996,97.5258,79.4082,91.0479,79.4082,91.0479,0
76.6996,97.5258,76.6996,97.5258,79.4082,91.0479,79.4082,91.0479,0
76.6996,97.5258,76.6996,97.5258,79.3988,91.0479,79.3988,91.0479,0
76.7231,97.5379,76.7231,97.5379,79.3988,91.0479,79.3988,91.0479,0
76.7231,97.5379,76.7231,97.5379,79.3988,91.0479,79.3988,91.0479,0
76.7231,97.5379,76.7231,97.5379,79.4113,91.0105,79.4113,91.0105,0
76.7231,97.5379,76.7231,97.5379,79.4113,91.0105,79.4113,91.0105,0
76.7028,97.5136,76.7028,97.5136,79.4113,91.0105,79.4113,91.0105,0
76.7028,97.5136,76.7028,97.5136,79.4113,90.9638,79.4113,90.9638,0
76.7028,97.5136,76.7028,97.5136,79.4761,90.9638,79.4761,90.9638,0
76.7028,97.5136,76.7028,97.5136,79.4761,90.9638,79.4761,90.9638,0
76.669,97.5136,76.669,97.5136,79.4761,90.9638,79.4761,90.9638,0
76.669,97.4693,76.669,97.4693,79.4761,90.9404,79.4761,90.9404,0
76.669,97.4693,76.669,97.4693,79.5272,90.9404,79.5272,90.9404,0
76.669,97.4693,76.669,97.4693,79.5272,90.9404,79.5272,90.9404,0
76.7031,97.4843,76.7031,97.4843,79.5272,90.9404,79.5272,90.9404,0
76.7031,97.4843,76.7031,97.4843,79.5272,90.8803,79.5272,90.8803,0
76.7031,97.4843,76.7031,97.4843,79.5275,90.8803,79.5275,90.8803,0
76.7031,97.4843,76.7031,97.4843,79.5275,90.8803,79.5275,90.8803,0
76.7247,97.5283,76.7247,97.5283,79.5275,90.8803,79.5275,90.8803,0
76.7247,97.5283,76.7247,97.5283,79.5275,90.8348,79.5275,90.8348,0
76.7247,97.5283,76.7247,97.5283,79.5275,90.8348,79.5275,90.8348,0
76.7247,97.5283,76.7247,97.5283,79.4884,90.8348,79.4884,90.8348,0
76.7207,97.5538,76.7207,97.5538,79.4884,90.8348,79.4884,90.8348,0
76.7207,97.5538,76.7207,97.5538,79.4884,90.8348,79.4884,90.8348,0
76.7207,97.5538,76.7207,97.5538,79.5423,90.779,79.5423,90.779,0
76.7207,97.5538,76.7207,97.5538,79.5423,90.779,79.5423,90.779,0
76.7091,97.5413,76.7091,97.5413,79.5423,90.779,79.5423,90.779,0
76.7091,97.5413,76.7091,97.5413,79.5423,90.7605,79.5423,90.7605,0
76.7091,97.5413,76.7091,97.5413,79.5874,90.7605,79.5874,90.7605,0
76.7091,97.5413,76.7091,97.5413,79.5874,90.7605,79.5874,90.7605,0
76.7091,97.5413,76.7091,97.5413,79.5874,90.7605,79.5874,90.7605,0
76.7442,97.5514,76.7442,97.5514,79.5874,90.7529,79.5874,90.7529,0
76.7442,97.5514,76.7442,97.5514,79.5344,90.7529,79.5344,90.7529,0
76.7442,97.5514,76.7442,97.5514,79.5344,90.7529,79.5344,90.7529,0
76.7717,97.5768,76.7717,97.5768,79.5344,90.7529,79.5344,90.7529,0
76.7717,97.5768,76.7717,97.5768,79.5344,90.7355,79.5344,90.7355,0
76.7717,97.5768,76.7717,97.5768,79.5052,90.7355,79.5052,90.7355,0
76.7717,97.5768,76.7717,97.5768,79.5052,90.7355,79.5052,90.7355,0
76.77,97.5747,76.77,97.5747,79.5052,90.7355,79.5052,90.7355,0
76.77,97.5747,76.77,97.5747,79.5052,90.7361,79.5052,90.7361,0
76.77,97.5747,76.77,97.5747,79.5052,90.7361,79.5052,90.7361,0
76.77,97.5747,76.77,97.5747,79.4843,90.7361,79.4843,90.7361,0
76.8673,97.503,76.8673,97.503,79.4843,90.7361,79.4843,90.7361,0
76.8673,97.503,76.8673,97.503,79.4843,90.7317,79.4843,90.7317,0
76.8673,97.503,76.8673,97.503,79.5359,90.7317,79.5359,90.7317,0
76.8673,97.503,76.8673,97.503,79.5359,90.7317,79.5359,90.7317,0
76.8604,97.5266,76.8604,97.5266,79.5359,90.7317,79.5359,90.7317,0
76.8604,97.5266,76.8604,97.5266,79.5359,90.7193,79.5359,90.7193,0
76.8604,97.5266,76.8604,97.5266,79.5185,90.7193,79.5185,90.7193,0
76.8604,97.5266,76.8604,97.5266,79.5185,90.7193,79.5185,90.7193,0
76.8604,97.5266,76.8604,97.5266,79.5185,90.7193,79.5185,90.7193,0
76.8617,97.541,76.8617,97.541,79.5185,90.7193,79.5185,90.7193,0
76.8617,97.541,76.8617,97.541,79.5164,90.7142,79.5164,90.7142,0
76.8617,97.541,76.8617,97.541,79.5164,90.7142,79.5164,90.7142,0
76.8405,97.565,76.8405,97.565,79.5164,90.7142,79.5164,90.7142,0
76.8405,97.565,76.8405,97.565,79.5164,90.6628,79.5164,90.6628,0
76.8405,97.565,76.8405,97.565,79.5702,90.6628,79.5702,90.6628,0
76.8405,97.565,76.8405,97.565,79.5702,90.6628,79.5702,90.6628,0
76.818,97.5561,76.818,97.5561,79.5702,90.6628,79.5702,90.6628,0
76.818,97.5561,76.818,97.5561,79.5702,90.617,79.5702,90.617,0
76.818,97.5561,76.818,97.5561,79.5702,90.617,79.5702,90.617,0
76.818,97.5561,76.818,97.5561,79.6113,90.617,79.6113,90.617,0
76.7283,97.6442,76.7283,97.6442,79.6113,90.617,79.6113,90.617,0
76.7283,97.6442,76.7283,97.6442,79.6113,90.5584,79.6113,90.5584,0
76.7283,97.6442,76.7283,97.6442,79.6792,90.5584,79.6792,90.5584,0
76.7283,97.6442,76.7283,97.6442,79.6792,90.5584,79.6792,90.5584,0
76.7625,97.6625,76.7625,97.6625,79.6792,90.5584,79.6792,90.5584,0
76.7625,97.6625,76.7625,97.6625,79.6792,90.4036,79.6792,90.4036,0
76.7625,97.6625,76.7625,97.6625,79.7541,90.4036,79.7541,90.4036,0
76.7625,97.6625,76.7625,97.6625,79.7541,90.4036,79.7541,90.4036,0
76.7625,97.6625,76.7625,97.6625,79.7541,90.4036,79.7541,90.4036,0
76.7656,97.6409,76.7656,97.6409,79.7541,90.4036,79.7541,90.4036,0
76.7656,97.6409,76.7656,97.6409,79.8578,90.3142,79.8578,90.3142,0
76.7656,97.6409,76.7656,97.6409,79.8578,90.3142,79.8578,90.3142,0
76.7841,97.6818,76.7841,97.6818,79.8578,90.3142,79.8578,90.3142,0
76.7841,97.6818,76.7841,97.6818,79.8578,90.3142,79.8578,90.3142,0
76.7841,97.6818,76.7841,97.6818,80.0103,90.2471,80.0103,90.2471,0
76.7841,97.6818,76.7841,97.6818,80.0103,90.2471,80.0103,90.2471,0
76.784,97.7063,76.784,97.7063,80.0103,90.2471,80.0103,90.2471,0
76.784,97.7063,76.784,97.7063,80.0103,90.2471,80.0103,90.2471,0
76.784,97.7063,76.784,97.7063,80.0103,90.2471,80.0103,90.2471,0
76.784,97.7063,76.784,97.7063,80.1797,90.1339,80.1797,90.1339,0
76.8062,97.7484,76.8062,97.7484,80.1797,90.1339,80.1797,90.1339,0
76.8062,97.7484,76.8062,97.7484,80.1797,89.9915,80.1797,89.9915,0
76.8062,97.7484,76.8062,97.7484,80.2679,89.9915,80.2679,89.9915,0
76.8062,97.7484,76.8062,97.7484,80.2679,89.9915,80.2679,89.9915,0
76.8275,97.7862,76.8275,97.7862,80.2679,89.9915,80.2679,89.9915,0
76.8275,97.7862,76.8275,97.7862,80.2679,89.9395,80.2679,89.9395,0
76.8275,97.7862,76.8275,97.7862,80.3744,89.9395,80.3744,89.9395,0
76.8275,97.7862,76.8275,97.7862,80.3744,89.9395,80.3744,89.9395,0
76.8275,97.7862,76.8275,97.7862,80.3744,89.9395,80.3744,89.9395,0
76.8182,97.8211,76.8182,97.8211,80.3744,89.9395,80.3744,89.9395,0
76.8182,97.8211,76.8182,97.8211,80.5717,89.8597,80.5717,89.8597,0
76.8182,97.8211,76.8182,97.8211,80.5717,89.8597,80.5717,89.8597,0
76.8367,97.8668,76.8367,97.8668,80.5717,89.8597,80.5717,89.8597,0
76.8367,97.8668,76.8367,97.8668,80.5717,89.7223,80.5717,89.7223,0
76.8367,97.8668,76.8367,97.8668,80.7161,89.7223,80.7161,89.7223,0
76.8367,97.8668,76.8367,97.8668,80.7161,89.7223,80.7161,89.7223,0
76.9672,97.866,76.9672,97.866,80.7161,89.7223,80.7161,89.7223,0
76.9672,97.866,76.9672,97.866,80.7161,89.6719,80.7161,89.6719,0
76.9672,97.866,76.9672,97.866,80.7161,89.6719,80.7161,89.6719,0
76.9672,97.866,76.9672,97.866,80.7363,89.6719,80.7363,89.6719,0
76.9498,97.9142,76.9498,97.9142,80.7363,89.6719,80.7363,89.6719,0
76.9498,97.9142,76.9498,97.9142,80.7363,89.617,80.7363,89.617,0
76.9498,97.9142,76.9498,97.9142,80.8175,89.617,80.8175,89.617,0
76.9498,97.9142,76.9498,97.9142,80.8175,89.617,80.8175,89.617,0
76.9464,97.9699,76.9464,97.9699,80.8175,89.617,80.8175,89.617,0
76.9464,97.9699,76.9464,97.9699,80.8175,89.5136,80.8175,89.5136,0
76.9464,97.9699,76.9464,97.9699,80.9285,89.5136,80.9285,89.5136,0
76.9464,97.9699,76.9464,97.9699,80.9285,89.5136,80.9285,89.5136,0
76.9464,97.9699,76.9464,97.9699,80.9285,89.5136,80.9285,89.5136,0
76.9748,97.9813,76.9748,97.9813,80.9285,89.5136,80.9285,89.5136,0
76.9748,97.9813,76.9748,97.9813,80.9607,89.4576,80.9607,89.4576,0
76.9748,97.9813,76.9748,97.9813,80.9607,89.4576,80.9607,89.4576,0
77.0076,97.9988,77.0076,97.9988,80.9607,89.4576,80.9607,89.4576,0
77.0076,97.9988,77.0076,97.9988,80.9607,89.4453,80.9607,89.4453,0
77.0076,97.9988,77.0076,97.9988,80.975,89.4453,80.975,89.4453,0
77.0076,97.9988,77.0076,97.9988,80.975,89.4453,80.975,89.4453,0
76.9841,98.0124,76.9841,98.0124,80.975,89.4453,80.975,89.4453,0
76.9841,98.0124,76.9841,98.0124,80.975,89.4438,80.975,89.4438,0
76.9841,98.0124,76.9841,98.0124,80.975,89.4438,80.975,89.4438,0
76.9841,98.0124,76.9841,98.0124,81.0655,89.4438,81.0655,89.4438,0
76.9618,97.9998,76.9618,97.9998,81.0655,89.4438,81.0655,89.4438,0
76.9618,97.9998,76.9618,97.9998,81.0655,89.4438,81.0655,89.4438,0
76.9618,97.9998,76.9618,97.9998,81.0655,89.4613,81.0655,89.4613,0
76.9618,97.9998,76.9618,97.9998,81.0436,89.4613,81.0436,89.4613,0
76.932,97.9797,76.932,97.9797,81.0436,89.4613,81.0436,89.4613,0
76.932,97.9797,76.932,97.9797,81.0436,89.4955,81.0436,89.4955,0
76.932,97.9797,76.932,97.9797,80.967,89.4955,80.967,89.4955,0
